epoch,discriminator_loss,discriminator_yfake_loss,discriminator_yreal_loss,generator_loss,generator_yfake_loss,generator_yreal_loss,loss
0,0.74940932200600707,0.32158646508663274,0.26245853533255287,1.8134656887501479,0.87942751994899782,0.76867372286894053,2.5628752385576568
1,0.59941217632343369,0.2151895220381751,0.21842239156079207,1.3834421101957559,0.6071353865399336,0.6105064722709358,1.9828543658057849
2,0.58263979492088158,0.20670723517699419,0.20969758866534297,1.3192040431002776,0.57572951100689052,0.57723951766189807,1.9018439864118895
3,0.51901182997971773,0.18231856707182789,0.17003674786668246,1.4264332277079423,0.63359365013505642,0.62618301946980259,1.9454451402028401
4,0.44369275433321792,0.12133402252402448,0.15530740421600059,1.6690922593077024,0.73561425266476965,0.76642664785807335,2.1127853393554688
5,0.35726602977762617,0.089247278804638577,0.10064405689317937,1.8722474781175455,0.84723589823891721,0.8576368204938869,2.2295137211680411
6,0.37438394327958424,0.098940771757649301,0.1077831415427075,1.7803534234563509,0.80981263460125774,0.80288073151993256,2.1547376230359077
7,0.46541684710731107,0.13480260568661226,0.16261413258253016,1.542577820767959,0.67825479682845369,0.69632289477934439,2.0079948847492535
8,0.53693345660964653,0.18599580211715269,0.1826033498245124,1.3391310820976894,0.58391711437919491,0.58687959948389712,1.8760645712415378
9,0.52498880835870898,0.17192766388519279,0.18438923653790576,1.3761171976725259,0.59194346644411178,0.61550186157692222,1.9011060267686843
10,0.48915766763190427,0.1553699490689496,0.164784152327411,1.4615912114580472,0.64616146720363754,0.64642613289761353,1.9507490321993828
11,0.43559151856849593,0.13146237127189125,0.13481462569664776,1.6063367016613483,0.72016115203344577,0.71686099772632583,2.0419285287459692
12,0.45637102133284013,0.13845304472000255,0.14831790314080232,1.5946638132135074,0.70462072295680023,0.72044300451719512,2.0510350957512857
13,0.42486652756730714,0.12325516955885783,0.13173712358936124,1.6445739125212033,0.73143752777505144,0.74326209939842258,2.0694406434893606
14,0.44736734541753925,0.14400684776386091,0.13322368464185577,1.5954209903875987,0.71302376786479726,0.7122604152265315,2.0427885492642721
15,0.44921689722687008,0.13383588371755953,0.14498291085255915,1.5475276502470174,0.68787252602827109,0.68925704836728985,1.9967447936534881
16,0.46773641407489774,0.14993684666812138,0.14713033276905965,1.5210185515383878,0.67022781825313971,0.68012145751854403,1.9887550915280978
17,0.4533914809425672,0.13761904132091823,0.14484319718714764,1.561898553619782,0.69547532536210688,0.6954939435100338,2.0152902921040852
18,0.41467947674294314,0.12647470513487255,0.11703058653478517,1.6280092433094979,0.72749707484617832,0.72933793068320185,2.0426889345049859
19,0.41575011666864159,0.12624235627410296,0.11809590704287984,1.6779209956526757,0.75404462621663693,0.75246455856055638,2.0936713690559068
20,0.40571869344760975,0.12133051005863914,0.11275834091332702,1.6650754032035668,0.75201576187197738,0.74142984808374124,2.0707940975824992
21,0.36963116327921547,0.095085899517168102,0.10273817175272294,1.7712131905059019,0.79865524740889671,0.80075089335247562,2.1408445169528325
22,0.41043762595703204,0.12421597591771084,0.11421047323116605,1.6394224268694719,0.73465241743518461,0.7327587805998822,2.0498602514465651
23,0.40571919729312261,0.12072331242491903,0.11277229660155778,1.6619321689009667,0.7472641864946733,0.74244431601934291,2.0676517342527707
24,0.41385864124943811,0.12376851954916977,0.11766115529147404,1.6208488317827383,0.71896017727340222,0.7294596453759975,2.034707708656788
25,0.3767985180641214,0.10355892037775144,0.10059175372007303,1.7502500203748543,0.78783560559052901,0.78976653402593611,2.1270487462480863
26,0.36394422538578508,0.099046367845979449,0.092069069280751134,1.7762776789565882,0.79983827077473202,0.80361055188889929,2.1402221058805782
27,0.34444487802684309,0.0907870400927763,0.080685538705074583,1.8297323234379292,0.83103600255708443,0.82572395808723131,2.174177359541257
28,0.32277845386415721,0.07343107360068947,0.076264571002229789,1.8827669486403464,0.856969204616568,0.85271498050230243,2.2055456280708312
29,0.32546231697003047,0.080761371331027482,0.071517491948331249,1.8684915080666542,0.84886246898628692,0.84644559303220979,2.1939539238810539
30,0.33630694262683392,0.085888239594188079,0.077184050016815789,1.8365526616573333,0.82908926038653585,0.83422870729312615,2.1728597089648245
31,0.33690176177769898,0.09003053948507235,0.073533744058814438,1.8383814776937166,0.83824302884701563,0.82680091264580069,2.1752834379673005
32,0.29974266861875853,0.070239031961894696,0.056091678824426103,1.9542512938380241,0.89478857658784061,0.88605078650968305,2.25399412860473
33,0.33341420379777748,0.088209811212846032,0.071713541811535234,1.8415294244885445,0.83509385157194627,0.83294471893944622,2.1749437530835469
34,0.31216793699810902,0.069978087301812292,0.06863762876812321,1.9026704085369905,0.8663380255398806,0.86278017351238911,2.2148385927081109
35,0.26979016717523335,0.059799781136553064,0.036475792661318944,2.0129458956420421,0.9287455164749796,0.91068573293741795,2.2827362780769667
36,0.27906477718303602,0.047270876793678931,0.058361886031707402,1.9904113419353962,0.90679952281837661,0.91017980660932762,2.2694761733214062
37,0.26291382778435946,0.044123182101801224,0.045625369129523578,2.0347562725345294,0.92792413219673719,0.93366698954293192,2.2976700146993001
38,0.30123569332063199,0.067155167969455462,0.061107368658122142,1.889365163942178,0.85273957905204345,0.86365237457212063,2.1906009092926979
39,0.30410225782543421,0.072049648418861051,0.059088720687638367,1.9226938347021738,0.87837726025221252,0.87135261238933404,2.2267962699135144
40,0.29645553113271794,0.058678027400215646,0.064838902022286982,1.9170248885949452,0.86990298115221476,0.87418331760369861,2.2134804993867876
41,0.32122713600595793,0.077345239277891178,0.070883515579710857,1.8621093536416689,0.84448159269862422,0.84462938045617197,2.1833366428812346
42,0.34034208195904891,0.094217394593336695,0.073004796648016665,1.8087126356860002,0.82392526768865837,0.8116674914926989,2.1490547761321066
43,0.31618170148382585,0.07178836239606122,0.071141045128964228,1.855713216215372,0.84323922390564499,0.8392217120175095,2.1718949819604556
44,0.26092652659863236,0.045852694982932006,0.04187191752466788,2.0183157319823901,0.92218525997983913,0.92292856841037674,2.2792421653866768
45,0.31316583789885044,0.076791814676448661,0.063262848816248149,1.8866911860803763,0.86039084717049263,0.85318921760190281,2.1998570422331492
46,0.294454816604654,0.062709597926232166,0.058541936368692406,1.9167577569683394,0.87444207615141445,0.86911245440909013,2.2112125759323438
47,0.31666112349679071,0.073123999836328349,0.070318504837829698,1.888665715108315,0.85830617704001877,0.8571408963985353,2.2053268333276113
48,0.3377285158261657,0.073366692568894595,0.09104586182857019,1.8084256889919439,0.81126310988717398,0.82384658917241416,2.1461542919278145
49,0.31420797059933342,0.072920226208195035,0.0679188670180641,1.8514221303164959,0.83385766260762462,0.84419561061852921,2.1656301215291025
50,0.30178132615983488,0.053520545862397739,0.074913832111110426,1.93005708878239,0.86442246793788702,0.89228771583196553,2.2318384294708569
51,0.34081986813495557,0.078733451675331398,0.088681332289839557,1.817776091893514,0.81698073714893937,0.82739029000464748,2.1585959389805796
52,0.31729908796648182,0.057445614124602189,0.086399225553395811,1.8735986441373824,0.83360602019432306,0.86653832486869453,2.1908978248635926
53,0.32091061988224584,0.061153193544510029,0.086367992445533073,1.8443775991598765,0.81993408115716493,0.85105410330094555,2.1652882819374404
54,0.29810815894355375,0.056139416975899317,0.06852965580542332,1.9145407391091187,0.85943876748206094,0.88166295036789966,2.2126487568020821
55,0.31197094929714997,0.06994010354266228,0.068564034072031182,1.8793135955929756,0.84568284241298286,0.86016391750502708,2.1912845462560653
56,0.28429712535192569,0.039161410400743078,0.071756562907429114,1.9613154118259748,0.87483543653894835,0.9131008197262418,2.2456124246120455
57,0.29743308319399753,0.055179419990395218,0.068989641313404113,1.9073413252830504,0.85963876062305644,0.8744384731301883,2.2047745754321415
58,0.31201218751569587,0.064514710991322013,0.074154008251161946,1.8777153238654136,0.84919516590792532,0.85517675135755178,2.189727707207203
59,0.30630982102205356,0.071686486882147918,0.06111833848906751,1.8899438669284185,0.86001100894063709,0.85642782794311645,2.1962537497282026
60,0.31182383218159276,0.068817261895371004,0.069474386404514615,1.86483789930741,0.84040999352000656,0.8508958242212733,2.1766618251800538
61,0.30542014042536419,0.051936665866530042,0.080045464732938859,1.8966295952598253,0.84696119069800868,0.87623029993774249,2.2020498772462207
62,0.28303091401855152,0.042385193626735901,0.067338294483435368,1.9404808642963569,0.86531510776161058,0.90185826900427246,2.2235119268298149
63,0.30962340359886487,0.061515342202316484,0.074955515128294792,1.8777295616765817,0.83752002956122551,0.86705703058141803,2.1873530705769855
64,0.31699759221325319,0.059847506466621778,0.084024969037136549,1.843363916873932,0.82297496663716929,0.84726385954806271,2.1603615348537764
65,0.29010463245213031,0.054663064829272419,0.062253214855203014,1.9116139113903046,0.85777214137682067,0.88065337099736396,2.2017185876766843
66,0.27237708692749341,0.031876636537416896,0.067474833613694801,1.9775747247040272,0.88193148793652654,0.92261764660361223,2.2499519139528275
67,0.26815289972970885,0.025453183135399134,0.070056087716356311,1.9739222176373006,0.87966922468816244,0.92160937355705153,2.2420752882957458
68,0.28279851991683247,0.046779596407095406,0.063556941294041283,1.9238064179817835,0.86552282545502146,0.88582164173518929,2.2066049834092456
69,0.27809103094041349,0.037505711051835533,0.068298187415894065,1.9454852126538753,0.86835332887712868,0.90484478390402123,2.2235763202110927
70,0.29778774281342824,0.045410375437753218,0.080253227473834468,1.9182605723539987,0.84973495750018624,0.89640151932447532,2.2160483265916509
71,0.3023937026038766,0.058247868874483778,0.07195906339945092,1.8629766466716926,0.8441483871002371,0.84664145240773603,2.1653704280654589
72,0.29199992325156926,0.057982197086691181,0.061725454460114786,1.912138864894708,0.86268868295834789,0.87715780094877116,2.2041388273239138
73,0.27338305618613956,0.03623289318561547,0.064891103068688005,1.9662792687614759,0.87926498694772215,0.91475538923129229,2.2396622166037559
74,0.29454161692410707,0.053465186084099517,0.068893598874649339,1.8882208839058876,0.84449070054882514,0.87154736711042158,2.182762435078621
75,0.28478298801928759,0.049890292360690106,0.062670117570693643,1.9344607984026274,0.87310248672341306,0.88913570151392685,2.2192440057794252
76,0.26919425030549365,0.027082807144468764,0.070085205714834356,1.9641712032258511,0.87498398087918761,0.91716112433011099,2.2333655397097272
