epoch,discriminator_loss,discriminator_yfake_loss,discriminator_yreal_loss,generator_loss,generator_yfake_loss,generator_yreal_loss,loss
77,0.26968851368874314,0.027379452244167622,0.070524585201203152,1.9656405384341875,0.87462298025687535,0.91923318680759014,2.2353289619088175
78,0.28953075117121141,0.0460064110934051,0.072021169130069521,1.8935964728395145,0.84730537437135356,0.87478771376469622,2.1831274052460987
79,0.2491726623227199,0.039530886069314874,0.03816715249398233,2.0213369851311049,0.92121840160592305,0.92864394654752691,2.2705097943544388
80,0.24629641796151797,0.026510678650720366,0.048605542083343306,2.0329068491856259,0.91820611509998951,0.94352050641124763,2.279203325510025
81,0.2661823625986775,0.025548743976022099,0.069772519556861798,1.9759621168176333,0.87830113141487043,0.92679990415805757,2.2421445329984029
82,0.25474331422398488,0.027398265633898213,0.056750996877553445,1.9881331235170365,0.88947552150736253,0.92806343729607765,2.2428765450914701
83,0.29979881706337136,0.058258581477093688,0.071086818493373963,1.8555699691176415,0.83608018002407036,0.8490363817865727,2.1553688709934553
84,0.32399950294444957,0.076392031145394418,0.076920387157406372,1.8236805061499277,0.82272734038754913,0.83026611868020461,2.1476800262928011
85,0.27320845276117323,0.032924961297946233,0.069573216505538465,1.9583397979537647,0.87279200100650389,0.91483745221072843,2.2315483172734578
86,0.30228448671599228,0.059505198870859505,0.072013947358065405,1.8849321998655797,0.85057746582121274,0.86358939342717345,2.1872168521086377
87,0.23163930873076122,0.033762587376403037,0.027042468907101616,2.0411518663167953,0.93101909541486139,0.93929844942564766,2.2727912858128549
88,0.26445433714737493,0.042559879533572105,0.051086699141114876,1.9764437158902486,0.90149528525459266,0.90414061820095715,2.2408982565005622
89,0.22373683253924051,0.024368342694864018,0.028701988912090807,2.0815196956197419,0.95087233607967692,0.95998085956865298,2.3052567660808565
90,0.25443259173383315,0.027661041029542352,0.056347138821407343,2.0021739460527899,0.90084635602155083,0.93090322613958654,2.2566067308187483
91,0.24026124396671852,0.03305946998067763,0.036928588368988359,2.0114835379024347,0.91079616640151173,0.9304141617457693,2.2517449210087457
92,0.24255855785061917,0.034508537331163325,0.037832201840031603,2.0349570448199907,0.92959274659321334,0.93514650581637393,2.2775155132015548
93,0.24455502089112996,0.035877934182432604,0.038640250287869549,2.0324216986695927,0.92611547523993065,0.93626947885932166,2.2769767304261523
94,0.23358903074016174,0.033047909713146355,0.030559943190625442,2.0393644454578559,0.93674023918186622,0.93264336943005521,2.2729533915718396
95,0.2149414697661996,0.024888615315770343,0.020339594617917102,2.1027061005433398,0.96924888879681625,0.96374399935205779,2.3176476846138638
96,0.19802971656123797,0.016669059535039801,0.012047948438513837,2.1307118768493334,0.98110823386038348,0.9802909747386972,2.3287415886918703
97,0.22206773149470488,0.023377970028919275,0.029969248448262913,2.0677211716771127,0.94338295155515273,0.955617764305983,2.2897889370719593
98,0.18634587526321411,0.0099640252180506657,0.0082281501713945705,2.1540114492177964,0.99581238552927975,0.99004541331281259,2.3403574039538699
99,0.17844477047522864,0.0077026289580084985,0.0041117658464903195,2.1709585448106128,1.0053229699532191,0.99900521859526636,2.3494033614794412
100,0.23333887153615554,0.036424717947331688,0.031256912762936885,2.0396029348174731,0.93393256656321078,0.94001332320040087,2.2729419524470966
101,0.23593738656491042,0.032680607052877043,0.03768674424912509,2.0455721780657767,0.93296830646577289,0.94703402371572643,2.2815097277363141
102,0.20864369881649811,0.019380229731351523,0.023861396483175666,2.0869916146000227,0.95540564569334185,0.96618389948271211,2.2956355606516201
103,0.23218786697834731,0.02969535642697186,0.037484414854319477,2.0318414678176242,0.9264736149013818,0.94035960649489425,2.2640295763810476
104,0.26636329982429741,0.054703569376393563,0.046702085427690082,1.9409920933345954,0.8844300756713589,0.89160433805081996,2.2073554421464601
105,0.25345881090809902,0.048758609893441947,0.039638836591833142,1.9713053762912751,0.90433586349245165,0.90190828324023942,2.2247643431027728
106,0.22540974381069342,0.027579841561055217,0.032797072021291264,2.0431695319712162,0.93524828967250262,0.94288844817395634,2.2685795550545058
107,0.27365951687097551,0.049268249097568176,0.059341079503625833,1.9306004787484805,0.87995455096242947,0.88559577524041133,2.2042603865265846
108,0.21002614963799715,0.022129498758325403,0.022854283309803235,2.0835545813043912,0.95871446512949965,0.9597977448720485,2.2935811236500738
109,0.23432693599412838,0.036373025030099863,0.033563864907371982,2.0269329672058425,0.93325534145066436,0.92928761346071653,2.261260090271632
110,0.18797919036199648,0.010306876727353635,0.013732897943149662,2.1343430683016775,0.98390370756387713,0.98650007429362929,2.3223224818706512
111,0.18845417543003956,0.014511813278814619,0.010994005061407582,2.1396035691102346,0.98825836452112226,0.98839683091112718,2.3280580257376036
112,0.18203065774093072,0.010005696636795847,0.0099795858231225051,2.1445831363399823,0.99098382012452935,0.99155404106713829,2.3266137123107908
